City,State,Shape,Sight_Date,Sight_Time,Sight_Weekday,Sight_Day,Sight_Month
Falmouth,MA,Light,2011-09-01,18:45,Thursday,01,09
Wolf Creek (near),MT,Sphere,2011-09-01,10:25,Thursday,01,09
N. Myrtle Beach,SC,Other,2011-09-01,09:20,Thursday,01,09
Franklin County,NC,Other,2011-09-01,09:00,Thursday,01,09
Friday Harbor,WA,Circle,2011-09-01,04:00,Thursday,01,09
Bremerton,WA,Circle,2011-09-01,03:00,Thursday,01,09
West Greenwich,RI,Light,2011-09-01,02:30,Thursday,01,09
Vashon,WA,Light,2011-09-01,01:55,Thursday,01,09
Sherburn,MN,Triangle,2011-09-01,01:22,Thursday,01,09
Lakeside,CA,Fireball,2011-10-31,23:00,Monday,31,10
Round lake,IL,Sphere,2011-10-31,21:30,Monday,31,10
Monroe,MI,Fireball,2011-10-31,21:15,Monday,31,10
Hershey,PA,Circle,2011-10-31,21:00,Monday,31,10
Portland,ME,Light,2011-10-31,20:40,Monday,31,10
Somers Point,NJ,Fireball,2011-10-31,20:30,Monday,31,10
Lancaster,PA,Triangle,2011-10-31,20:30,Monday,31,10
Rock Springs,WY,Sphere,2011-10-31,20:15,Monday,31,10
Sarasota,FL,Other,2011-10-31,20:00,Monday,31,10
Thousand Oaks,CA,Other,2011-10-31,19:30,Monday,31,10
Quincy,IL,Oval,2011-10-31,19:30,Monday,31,10
Castro Valley,CA,Formation,2011-10-31,19:20,Monday,31,10
Seattle,WA,Fireball,2011-10-31,19:15,Monday,31,10
Clovis,CA,Sphere,2011-10-31,19:15,Monday,31,10
Wichita,KS,Triangle,2011-10-31,19:00,Monday,31,10
Dover,NH,Triangle,2011-10-31,19:00,Monday,31,10
Parma,OH,Light,2011-10-31,19:00,Monday,31,10
Monroe,MI,Fireball,2011-10-31,08:30,Monday,31,10
Torrance,CA,Rectangle,2011-10-31,06:45,Monday,31,10
Castleton on Hudson,NY,Fireball,2011-10-31,03:46,Monday,31,10
Colorado Springs,CO,Formation,2011-10-31,00:15,Monday,31,10
Hardshell,KY,Light,2011-10-31,00:00,Monday,31,10
Lees Summit,MO,Oval,2011-10-31,00:00,Monday,31,10
Columbus,OH,Cigar,2011-10-30,23:30,Sunday,30,10
Cleburne,TX,Triangle,2011-10-30,23:20,Sunday,30,10
Turner,ME,Fireball,2011-10-30,21:15,Sunday,30,10
Ronkonkoma,NY,Light,2011-10-30,21:05,Sunday,30,10
Ronkonkoma,NY,Light,2011-10-30,21:00,Sunday,30,10
Canyon Lake,TX,Oval,2011-10-30,20:02,Sunday,30,10
Ripon,CA,Chevron,2011-10-30,20:00,Sunday,30,10
Martinsville,VA,Sphere,2011-10-30,19:25,Sunday,30,10
Hackensack,NJ,Changing,2011-10-30,17:00,Sunday,30,10
Laurel,MD,Light,2011-10-30,16:00,Sunday,30,10
Denver,CO,Triangle,2011-10-30,10:00,Sunday,30,10
North Little Rock,AR,Sphere,2011-10-30,00:30,Sunday,30,10
Indianapolis,IN,Light,2011-10-30,00:00,Sunday,30,10
Berea,OH,Circle,2011-10-30,00:00,Sunday,30,10
San Leandro,CA,Other,2011-10-29,23:46,Saturday,29,10
Foxborough,MA,Flash,2011-10-29,23:00,Saturday,29,10
Encinitas,CA,Light,2011-10-29,22:00,Saturday,29,10
Rockford,IL,Light,2011-10-29,22:00,Saturday,29,10
Hamilton,OH,Light,2011-10-29,21:55,Saturday,29,10
Madison,WI,Other,2011-10-29,21:30,Saturday,29,10
Mingo,IA,Circle,2011-10-29,21:30,Saturday,29,10
Effingham,IL,Triangle,2011-10-29,21:30,Saturday,29,10
Churubusco,IN,Fireball,2011-10-29,21:00,Saturday,29,10
Williamsport,PA,Formation,2011-10-29,20:00,Saturday,29,10
Pine Grove,CO,Sphere,2011-10-29,19:40,Saturday,29,10
Bend/Burns (between),OR,Changing,2011-10-29,19:07,Saturday,29,10
Richmond,KY,Circle,2011-10-29,15:30,Saturday,29,10
Wrightwood,CA,Disk,2011-10-29,10:30,Saturday,29,10
Meredith,NH,Light,2011-10-29,08:00,Saturday,29,10
Fort Smith,AR,Oval,2011-10-29,00:14,Saturday,29,10
LaCrosse,WI,Cylinder,2011-10-28,21:45,Friday,28,10
Jermyn,PA,Other,2011-10-28,21:30,Friday,28,10
Tulsa,OK,Circle,2011-10-28,21:30,Friday,28,10
Los Angeles,CA,Light,2011-10-28,21:00,Friday,28,10
Machesney Park,IL,Formation,2011-10-28,20:15,Friday,28,10
Lawrence,KS,Light,2011-10-28,20:10,Friday,28,10
Boothwyn,PA,Circle,2011-10-28,19:50,Friday,28,10
Menomonie,WI,Sphere,2011-10-28,19:18,Friday,28,10
New Bedford,MA,Sphere,2011-10-28,19:00,Friday,28,10
Baytown,TX,Light,2011-10-28,19:00,Friday,28,10
Los Angeles (over lax),CA,Oval,2011-10-28,18:20,Friday,28,10
Pacifica,CA,Rectangle,2011-10-28,13:45,Friday,28,10
Murfreesboro,TN,Formation,2011-10-28,13:00,Friday,28,10
Delray Beach,FL,Triangle,2011-10-28,11:00,Friday,28,10
Anderson,SC,Light,2011-10-28,06:30,Friday,28,10
Alma Center,WI,Light,2011-10-28,06:00,Friday,28,10
Goodlettsville,TN,Diamond,2011-10-28,04:36,Friday,28,10
Baltimore,MD,Light,2011-10-28,04:00,Friday,28,10
Norwalk,CA,Chevron,2011-10-28,02:50,Friday,28,10
California,MO,Circle,2011-10-28,02:30,Friday,28,10
Big Sur,CA,Sphere,2011-10-28,02:00,Friday,28,10
Redwood City (between San Fran and San Jose),CA,Other,2011-10-28,00:46,Friday,28,10
Georgetown,KY,Triangle,2011-10-28,00:40,Friday,28,10
Laurel,MD,Circle,2011-10-28,00:00,Friday,28,10
Madison,WI,Triangle,2011-10-27,23:30,Thursday,27,10
Franklinville,NC,Circle,2011-10-27,22:45,Thursday,27,10
Marshfield,WI,Triangle,2011-10-27,22:00,Thursday,27,10
Albuquerque,NM,Triangle,2011-10-27,21:45,Thursday,27,10
Willard,OH,Triangle,2011-10-27,21:30,Thursday,27,10
El Paso,TX,Light,2011-10-27,21:00,Thursday,27,10
Upper Peninsula,MI,Light,2011-10-27,21:00,Thursday,27,10
Penn Valley,CA,Circle,2011-10-27,20:30,Thursday,27,10
Tuscaloosa,AL,Circle,2011-10-27,17:00,Thursday,27,10
Duck Island,NC,Sphere,2011-10-27,08:00,Thursday,27,10
Bassett,VA,Light,2011-10-27,04:45,Thursday,27,10
Kilgore,TX,Light,2011-10-27,01:00,Thursday,27,10
Rapid City,SD,Triangle,2011-10-26,23:10,Wednesday,26,10
Candler,NC,Oval,2011-10-26,23:00,Wednesday,26,10
Manchester,CT,Flash,2011-10-26,21:00,Wednesday,26,10
Hamilton,AL,Light,2011-10-26,20:15,Wednesday,26,10
Hamilton,AL,Diamond,2011-10-26,20:10,Wednesday,26,10
Tampa,FL,Triangle,2011-10-26,20:00,Wednesday,26,10
Malibu,CA,Disk,2011-10-26,12:00,Wednesday,26,10
Columbus,OH,Other,2011-10-26,08:30,Wednesday,26,10
Seattle,WA,Light,2011-10-25,23:00,Tuesday,25,10
Greensburg,KY,Cigar,2011-10-25,23:00,Tuesday,25,10
Vacaville,CA,Triangle,2011-10-25,22:20,Tuesday,25,10
Palmer-Monson,MA,Triangle,2011-10-25,22:00,Tuesday,25,10
vacaville,CA,Diamond,2011-10-25,21:30,Tuesday,25,10
Hanover,NH,Fireball,2011-10-25,20:59,Tuesday,25,10
Roseville,CA,Light,2011-10-25,20:25,Tuesday,25,10
Yakima,WA,Triangle,2011-10-25,20:00,Tuesday,25,10
Matteson,IL,Formation,2011-10-25,18:20,Tuesday,25,10
Matteson,IL,Triangle,2011-10-25,18:20,Tuesday,25,10
Jefferson,GA,Circle,2011-10-25,17:30,Tuesday,25,10
Stroudsburg,PA,Light,2011-10-25,16:15,Tuesday,25,10
Vancouver,WA,Cigar,2011-10-25,13:10,Tuesday,25,10
Albuquerque,NM,Cylinder,2011-10-25,11:00,Tuesday,25,10
Kennewick,WA,Light,2011-10-25,09:52,Tuesday,25,10
Troy,NC,Rectangle,2011-10-25,09:00,Tuesday,25,10
Troy,NC,Rectangle,2011-10-25,09:00,Tuesday,25,10
Accokeek (on Hwy 210),MD,Light,2011-10-25,06:50,Tuesday,25,10
Bernardsville,NJ,Fireball,2011-10-25,05:45,Tuesday,25,10
North Bergen,NJ,Circle,2011-10-25,04:00,Tuesday,25,10
Ithaca,NY,Fireball,2011-10-24,23:00,Monday,24,10
Ithaca,NY,Fireball,2011-10-24,23:00,Monday,24,10
Port Angeles,WA,Light,2011-10-24,22:30,Monday,24,10
Lansing,MI,Formation,2011-10-24,22:30,Monday,24,10
Oxford/Hamilton,OH,Other,2011-10-24,22:30,Monday,24,10
Buckeye,AZ,Light,2011-10-24,22:15,Monday,24,10
Oxford,OH,Light,2011-10-24,21:00,Monday,24,10
West Seneca,NY,Circle,2011-10-24,20:00,Monday,24,10
Santee,SC,Fireball,2011-10-24,20:00,Monday,24,10
Charlotte,NC,Cigar,2011-10-24,19:30,Monday,24,10
Comer,GA,Circle,2011-10-24,19:30,Monday,24,10
Oxford,GA,Circle,2011-10-24,19:21,Monday,24,10
Wenatchee,WA,Light,2011-10-24,18:00,Monday,24,10
Havertown,PA,Fireball,2011-10-24,07:38,Monday,24,10
Fairfield,CA,Chevron,2011-10-23,00:00,Sunday,23,10
Shrewsbury,NJ,Circle,2011-10-23,00:00,Sunday,23,10
Martinsburg,WV,Circle,2011-10-23,22:50,Sunday,23,10
Stering,VA,Light,2011-10-23,22:15,Sunday,23,10
Mukwonago,WI,Triangle,2011-10-23,22:15,Sunday,23,10
Rachel,NV,Formation,2011-10-23,22:00,Sunday,23,10
Longboat Key,FL,Light,2011-10-23,22:00,Sunday,23,10
Wasilla,AK,Sphere,2011-10-23,20:45,Sunday,23,10
Wasilla,AK,Sphere,2011-10-23,20:45,Sunday,23,10
Oaks,PA,Circle,2011-10-23,20:20,Sunday,23,10
Towson,MD,Light,2011-10-23,20:15,Sunday,23,10
Denver,CO,Triangle,2011-10-23,20:00,Sunday,23,10
Colorado Springs,CO,Triangle,2011-10-23,19:40,Sunday,23,10
Jackson,NJ,Sphere,2011-10-23,19:30,Sunday,23,10
Lambertville,NJ,Disk,2011-10-23,19:30,Sunday,23,10
Portage,IN,Diamond,2011-10-23,19:00,Sunday,23,10
New Orleans,LA,Cylinder,2011-10-23,19:00,Sunday,23,10
Honolulu,HI,Cylinder,2011-10-23,17:50,Sunday,23,10
Willard,NC,Cigar,2011-10-23,15:00,Sunday,23,10
Creve Coeur,MO,Disk,2011-10-23,13:30,Sunday,23,10
El Paso,TX,Light,2011-10-23,13:00,Sunday,23,10
Berwyn,PA,Circle,2011-10-23,11:00,Sunday,23,10
San Francisco,CA,Other,2011-10-23,10:00,Sunday,23,10
Whitehall,PA,Light,2011-10-23,08:15,Sunday,23,10
Gatesville,TX,Flash,2011-10-23,07:05,Sunday,23,10
Newington,CT,Circle,2011-10-23,06:15,Sunday,23,10
California,MO,Circle,2011-10-23,03:10,Sunday,23,10
Alamo,TN,Triangle,2011-10-23,01:30,Sunday,23,10
Louisville,KY,Circle,2011-10-23,01:00,Sunday,23,10
Webster,MA,Light,2011-10-23,00:20,Sunday,23,10
Fort Collins/Loveland,CO,Other,2011-10-23,00:00,Sunday,23,10
Litchfield,NH,Triangle,2011-10-22,23:25,Saturday,22,10
Sterling,VA,Chevron,2011-10-22,23:00,Saturday,22,10
East Hanover,NJ,Light,2011-10-22,22:45,Saturday,22,10
mile marker 41 garden state parkway,NJ,Fireball,2011-10-22,22:30,Saturday,22,10
West Columbia,SC,Formation,2011-10-22,22:00,Saturday,22,10
Windber,PA,Fireball,2011-10-22,21:57,Saturday,22,10
West Milton,OH,Light,2011-10-22,21:15,Saturday,22,10
Fox Lake,IL,Fireball,2011-10-22,21:00,Saturday,22,10
Crown Point,IN,Circle,2011-10-22,20:45,Saturday,22,10
Webster,MA,Sphere,2011-10-22,20:45,Saturday,22,10
West Columbia,SC,Light,2011-10-22,20:30,Saturday,22,10
Jasonvill,IN,Light,2011-10-22,20:10,Saturday,22,10
Honolulu,HI,Light,2011-10-22,20:05,Saturday,22,10
Garden State Parkway around 40 mile mark,NJ,Fireball,2011-10-22,20:00,Saturday,22,10
Centerport,NY,Sphere,2011-10-22,20:00,Saturday,22,10
Evergreen Park,IL,Light,2011-10-22,19:50,Saturday,22,10
Loveland,CO,Triangle,2011-10-22,19:47,Saturday,22,10
Vicksburg,MS,Circle,2011-10-22,19:45,Saturday,22,10
Oakland,CA,Triangle,2011-10-22,19:30,Saturday,22,10
Madison Heights,VA,Oval,2011-10-22,19:10,Saturday,22,10
Madison Heights,VA,Sphere,2011-10-22,19:10,Saturday,22,10
Jacksonville,FL,Circle,2011-10-22,16:00,Saturday,22,10
Seattle,WA,Other,2011-10-22,15:00,Saturday,22,10
Ventura County,CA,Fireball,2011-10-22,14:15,Saturday,22,10
Miami,FL,Circle,2011-10-22,09:47,Saturday,22,10
Los Angeles,CA,Sphere,2011-10-22,09:20,Saturday,22,10
Los Angeles,CA,Sphere,2011-10-22,09:20,Saturday,22,10
Boyce,VA,Oval,2011-10-22,08:22,Saturday,22,10
Jasonvill,IN,Light,2011-10-22,08:10,Saturday,22,10
Wausau,WI,Oval,2011-10-22,03:15,Saturday,22,10
Waldenburg,AR,Triangle,2011-10-22,01:50,Saturday,22,10
Colby,KS,Sphere,2011-10-21,22:47,Friday,21,10
Rockport (Aransas Pass),TX,Changing,2011-10-21,22:30,Friday,21,10
Renton,WA,Diamond,2011-10-21,22:20,Friday,21,10
Indianapolis,IN,Circle,2011-10-21,22:00,Friday,21,10
Radcliff,KY,Circle,2011-10-21,22:00,Friday,21,10
Maricopa,AZ,Triangle,2011-10-21,22:00,Friday,21,10
Skippers,VA,Light,2011-10-21,21:02,Friday,21,10
Monterey,CA,Chevron,2011-10-21,21:00,Friday,21,10
Anchorage,AK,Circle,2011-10-21,21:00,Friday,21,10
Buffalo,MN,Oval,2011-10-21,20:35,Friday,21,10
East Orange,NJ,Formation,2011-10-21,20:00,Friday,21,10
Boone,NC,Light,2011-10-21,20:00,Friday,21,10
Baytown,TX,Light,2011-10-21,19:40,Friday,21,10
Ardmore,AL,Light,2011-10-21,19:30,Friday,21,10
Hulett (near),WY,Light,2011-10-21,19:30,Friday,21,10
Boone,NC,Other,2011-10-21,19:25,Friday,21,10
Pelham (Valleydale exit getting onto I-65 N),AL,Circle,2011-10-21,19:00,Friday,21,10
Lee's Summit,MO,Triangle,2011-10-21,18:54,Friday,21,10
Emeryville,CA,Formation,2011-10-21,17:59,Friday,21,10
Ardmore,OK,Oval,2011-10-21,12:00,Friday,21,10
Burnsville,NC,Light,2011-10-21,10:00,Friday,21,10
Louisville,KY,Changing,2011-10-21,10:00,Friday,21,10
Burnsville,NC,Light,2011-10-21,08:00,Friday,21,10
Granton,WI,Light,2011-10-21,07:35,Friday,21,10
Alsip,IL,Circle,2011-10-21,07:10,Friday,21,10
Northridge,CA,Triangle,2011-10-21,06:00,Friday,21,10
Oakland,CA,Sphere,2011-10-21,00:00,Friday,21,10
Katy,TX,Disk,2011-10-20,00:00,Thursday,20,10
Plano,TX,Triangle,2011-10-20,23:00,Thursday,20,10
Trumbull,CT,Fireball,2011-10-20,21:30,Thursday,20,10
Cove City,NC,Oval,2011-10-20,21:30,Thursday,20,10
Sunrise,FL,Disk,2011-10-20,21:15,Thursday,20,10
Orange Beach,AL,Circle,2011-10-20,21:15,Thursday,20,10
Muscatine,IA,Light,2011-10-20,21:15,Thursday,20,10
Foxboro,MA,Light,2011-10-20,21:00,Thursday,20,10
St. Petersburg Causeway,FL,Other,2011-10-20,21:00,Thursday,20,10
Clermont,FL,Light,2011-10-20,20:32,Thursday,20,10
Penn Valley,CA,Triangle,2011-10-20,20:30,Thursday,20,10
Virginia Beach,VA,Triangle,2011-10-20,20:00,Thursday,20,10
Nacogdoches,TX,Light,2011-10-20,20:00,Thursday,20,10
St. Augustine,FL,Circle,2011-10-20,20:00,Thursday,20,10
Mansfield,MA,Flash,2011-10-20,19:00,Thursday,20,10
Mays Landing,NJ,Other,2011-10-20,15:00,Thursday,20,10
Dania Beach,FL,Oval,2011-10-20,09:30,Thursday,20,10
Allentown,PA,Rectangle,2011-10-20,07:30,Thursday,20,10
Grand prairie,TX,Other,2011-10-20,02:00,Thursday,20,10
Jamaica,NY,Flash,2011-10-20,01:00,Thursday,20,10
Boston,MA,Light,2011-10-20,00:30,Thursday,20,10
Seguin,TX,Other,2011-10-20,00:02,Thursday,20,10
Pasco,WA,Formation,2011-10-19,23:30,Wednesday,19,10
Eagle mountain,TX,Other,2011-10-19,22:56,Wednesday,19,10
Loveland,CO,Cigar,2011-10-19,22:15,Wednesday,19,10
Louisville,CO,Light,2011-10-19,22:15,Wednesday,19,10
Brown City,MI,Sphere,2011-10-19,21:00,Wednesday,19,10
Maricopa,AZ,Other,2011-10-19,20:37,Wednesday,19,10
San Francisco,CA,Light,2011-10-19,19:30,Wednesday,19,10
Las Vegas,NV,Disk,2011-10-19,18:45,Wednesday,19,10
Orlando,FL,Changing,2011-10-19,06:47,Wednesday,19,10
Hinsdale,MA,Fireball,2011-10-19,06:40,Wednesday,19,10
Denver,CO,Fireball,2011-10-19,02:25,Wednesday,19,10
Renner,SD,Flash,2011-10-19,02:00,Wednesday,19,10
Denver,CO,Formation,2011-10-19,01:54,Wednesday,19,10
Katy,TX,Disk,2011-10-18,00:00,Tuesday,18,10
Turlock,CA,Fireball,2011-10-18,23:55,Tuesday,18,10
San Francisco,CA,Fireball,2011-10-18,23:15,Tuesday,18,10
Bothell,WA,Disk,2011-10-18,22:15,Tuesday,18,10
Coburg,OR,Triangle,2011-10-18,21:30,Tuesday,18,10
Glendale,AZ,Triangle,2011-10-18,20:35,Tuesday,18,10
Dupont,WA,Formation,2011-10-18,20:20,Tuesday,18,10
Morris,IL,Other,2011-10-18,20:15,Tuesday,18,10
Knoxville,TN,Oval,2011-10-18,20:00,Tuesday,18,10
Country Club Hills,IL,Disk,2011-10-18,19:00,Tuesday,18,10
Shelbyville,TN,Oval,2011-10-18,15:13,Tuesday,18,10
Havre de Grace,MD,Sphere,2011-10-18,07:30,Tuesday,18,10
Pasadena,MD,Light,2011-10-18,06:00,Tuesday,18,10
Chesapeake,VA,Light,2011-10-18,05:00,Tuesday,18,10
Burwell,NE,Sphere,2011-10-18,03:30,Tuesday,18,10
Queen Creek,AZ,Cylinder,2011-10-18,03:15,Tuesday,18,10
Baylis,IL,Other,2011-10-18,01:40,Tuesday,18,10
Portland,OR,Formation,2011-10-18,00:15,Tuesday,18,10
Liberty,NC,Light,2011-10-17,21:45,Monday,17,10
Waynesboro,PA,Light,2011-10-17,21:40,Monday,17,10
Center Moriches,NY,Triangle,2011-10-17,21:30,Monday,17,10
Temple,TX,Triangle,2011-10-17,21:30,Monday,17,10
Washington,MI,Triangle,2011-10-17,21:20,Monday,17,10
Orlando,FL,Oval,2011-10-17,20:58,Monday,17,10
Baca Grande,CO,Light,2011-10-17,20:10,Monday,17,10
Leland,NC,Formation,2011-10-17,20:00,Monday,17,10
Frisco,NC,Oval,2011-10-17,20:00,Monday,17,10
El Dorado Hills,CA,Changing,2011-10-17,19:45,Monday,17,10
New Lenox,IL,Disk,2011-10-17,19:45,Monday,17,10
Eugene,OR,Light,2011-10-17,19:35,Monday,17,10
Santa Rosa,CA,Light,2011-10-17,19:28,Monday,17,10
Gilroy,CA,Light,2011-10-17,19:25,Monday,17,10
Jacksonville,FL,Light,2011-10-17,19:00,Monday,17,10
Harrington,WA,Light,2011-10-17,18:42,Monday,17,10
Cocoa Beach,FL,Sphere,2011-10-17,16:00,Monday,17,10
Big Sky,MT,Triangle,2011-10-17,15:00,Monday,17,10
Manchester,CT,Circle,2011-10-17,07:15,Monday,17,10
West Valley,UT,Circle,2011-10-17,06:15,Monday,17,10
Springdale,AR,Oval,2011-10-16,22:30,Sunday,16,10
Clinton,MS,Circle,2011-10-16,22:00,Sunday,16,10
Palmer Lake,CO,Chevron,2011-10-16,21:45,Sunday,16,10
Athens,GA,Light,2011-10-16,21:30,Sunday,16,10
Slidell,LA,Oval,2011-10-16,20:45,Sunday,16,10
Fort Wayne,IN,Circle,2011-10-16,20:30,Sunday,16,10
East Berlin,PA,Triangle,2011-10-16,20:20,Sunday,16,10
Matteson,IL,Circle,2011-10-16,19:45,Sunday,16,10
Saugus,MA,Diamond,2011-10-16,19:00,Sunday,16,10
Rosamond,CA,Sphere,2011-10-16,18:08,Sunday,16,10
Salt Flats,UT,Oval,2011-10-16,15:00,Sunday,16,10
North Wilkesboro,NC,Triangle,2011-10-16,13:00,Sunday,16,10
Gainesville,GA,Disk,2011-10-16,11:40,Sunday,16,10
Surfside Beach,SC,Oval,2011-10-16,08:07,Sunday,16,10
Orlando,FL,Cylinder,2011-10-16,06:30,Sunday,16,10
Bridgewater,NJ,Fireball,2011-10-16,01:30,Sunday,16,10
Savannah,GA,Circle,2011-10-15,23:15,Saturday,15,10
St. Louis,MO,Fireball,2011-10-15,23:00,Saturday,15,10
Salt Lake City,UT,Light,2011-10-15,22:00,Saturday,15,10
Sugar Grove,IL,Light,2011-10-15,21:49,Saturday,15,10
Glendora,CA,Light,2011-10-15,21:30,Saturday,15,10
Glendora,CA,Light,2011-10-15,21:30,Saturday,15,10
Buckeye,AZ,Other,2011-10-15,21:20,Saturday,15,10
Absecon,NJ,Triangle,2011-10-15,20:30,Saturday,15,10
Anson,TX,Changing,2011-10-15,20:30,Saturday,15,10
Douglas,GA,Chevron,2011-10-15,20:29,Saturday,15,10
St. Petersburg,FL,Light,2011-10-15,20:20,Saturday,15,10
Muscatine,IA,Triangle,2011-10-15,20:05,Saturday,15,10
Grand Junction,CO,Rectangle,2011-10-15,20:00,Saturday,15,10
Fresno,CA,Oval,2011-10-15,19:30,Saturday,15,10
Lancaster,PA,Circle,2011-10-15,19:20,Saturday,15,10
Toney,AL,Circle,2011-10-15,19:00,Saturday,15,10
Columbia,SC,Light,2011-10-15,19:00,Saturday,15,10
Eugene,OR,Light,2011-10-15,18:00,Saturday,15,10
Canandaigua,NY,Circle,2011-10-15,17:00,Saturday,15,10
Holts Summit,MO,Disk,2011-10-15,16:45,Saturday,15,10
"Maplewood,",MN,Disk,2011-10-15,13:30,Saturday,15,10
Valley,NE,Light,2011-10-15,09:30,Saturday,15,10
Reistville,PA,Sphere,2011-10-15,08:00,Saturday,15,10
Largo,MD,Circle,2011-10-15,02:00,Saturday,15,10
Blackjack (North St. Louis Co.),MO,Light,2011-10-14,00:00,Friday,14,10
Ft. Riley,KS,Other,2011-10-14,23:30,Friday,14,10
Tempe,AZ,Sphere,2011-10-14,22:30,Friday,14,10
York,PA,Triangle,2011-10-14,22:30,Friday,14,10
Sebring,OH,Light,2011-10-14,22:00,Friday,14,10
Holbrook,AZ,Other,2011-10-14,21:20,Friday,14,10
Eufaula,AL,Light,2011-10-14,20:35,Friday,14,10
"Wendover (east of, on I-80)",UT,Changing,2011-10-14,20:30,Friday,14,10
Clinton Township,MI,Oval,2011-10-14,19:45,Friday,14,10
Golden Valley,AZ,Oval,2011-10-14,19:41,Friday,14,10
Golden Valley,AZ,Oval,2011-10-14,19:41,Friday,14,10
Strawberry,AZ,Flash,2011-10-14,18:30,Friday,14,10
El Paso,TX,Circle,2011-10-14,18:00,Friday,14,10
Ocala,FL,Cylinder,2011-10-14,17:45,Friday,14,10
Sierra Vista,AZ,Other,2011-10-14,17:00,Friday,14,10
San Bernardino,CA,Sphere,2011-10-14,13:30,Friday,14,10
Coral Springs,FL,Other,2011-10-14,10:30,Friday,14,10
Honolulu,HI,Triangle,2011-10-14,10:00,Friday,14,10
Elmer,NJ,Triangle,2011-10-14,09:42,Friday,14,10
Scottsdale,AZ,Triangle,2011-10-14,05:30,Friday,14,10
Whitakers,NC,Triangle,2011-10-14,05:00,Friday,14,10
Falls Twp,PA,Formation,2011-10-14,05:00,Friday,14,10
Carterville,MO,Other,2011-10-14,02:30,Friday,14,10
Carterville,MO,Other,2011-10-14,02:30,Friday,14,10
Oldsmar,FL,Triangle,2011-10-14,01:30,Friday,14,10
Cibecue (west of),AZ,Light,2011-10-14,00:00,Friday,14,10
Corcoran,MN,Circle,2011-10-14,00:00,Friday,14,10
Homestead,FL,Sphere,2011-10-13,23:38,Thursday,13,10
Myrtle Beach,SC,Circle,2011-10-13,22:26,Thursday,13,10
Atlantic Coast (at sea on cruise ship) (Canada),NV,Other,2011-10-13,22:00,Thursday,13,10
Surfside Beach,SC,Light,2011-10-13,21:00,Thursday,13,10
Gurley,AL,Diamond,2011-10-13,20:38,Thursday,13,10
Avon,NC,Fireball,2011-10-13,20:30,Thursday,13,10
Boiling Springs,SC,Formation,2011-10-13,20:00,Thursday,13,10
Boiling Springs,SC,Triangle,2011-10-13,19:56,Thursday,13,10
Merriam,KS,Triangle,2011-10-13,19:20,Thursday,13,10
Newark,NJ,Light,2011-10-13,03:30,Thursday,13,10
Norman,OK,Oval,2011-10-13,01:36,Thursday,13,10
Zortman,MT,Light,2011-10-12,21:00,Wednesday,12,10
San Antonio,TX,Triangle,2011-10-12,21:00,Wednesday,12,10
St. George,UT,Disk,2011-10-12,20:00,Wednesday,12,10
Ocean Isle Beach,NC,Light,2011-10-12,20:00,Wednesday,12,10
Whitesburg,TN,Circle,2011-10-12,19:40,Wednesday,12,10
Seaford,DE,Fireball,2011-10-12,19:00,Wednesday,12,10
Waco,TX,Changing,2011-10-12,17:11,Wednesday,12,10
Pomfret Center,CT,Flash,2011-10-12,17:00,Wednesday,12,10
Holden Beach,NC,Circle,2011-10-11,21:10,Tuesday,11,10
New Bedford,MA,Circle,2011-10-11,19:42,Tuesday,11,10
Des Moines,IA,Light,2011-10-11,19:40,Tuesday,11,10
Cedar City,UT,Light,2011-10-11,15:00,Tuesday,11,10
Henderson,NV,Other,2011-10-11,08:40,Tuesday,11,10
Omaha,IL,Chevron,2011-10-11,03:15,Tuesday,11,10
Waynesville,OH,Triangle,2011-10-10,23:00,Monday,10,10
North Platte,NE,Circle,2011-10-10,21:55,Monday,10,10
York,PA,Circle,2011-10-10,21:00,Monday,10,10
Lakewood,OH,Fireball,2011-10-10,21:00,Monday,10,10
Middletown,CT,Fireball,2011-10-10,20:00,Monday,10,10
Mechanicsville,VA,Light,2011-10-10,19:00,Monday,10,10
Peabody-Saugus,MA,Flash,2011-10-10,18:15,Monday,10,10
Groton,CT,Disk,2011-10-10,15:00,Monday,10,10
North Kingstown,RI,Oval,2011-10-10,14:30,Monday,10,10
Ashville,NY,Circle,2011-10-10,10:30,Monday,10,10
Prescott Valley,AZ,Other,2011-10-10,02:00,Monday,10,10
Farmington,NM,Circle,2011-10-10,01:00,Monday,10,10
Troy,NY,Triangle,2011-10-10,00:00,Monday,10,10
Staten Island,NY,Other,2011-10-09,23:00,Sunday,09,10
Plantation,FL,Other,2011-10-09,23:00,Sunday,09,10
River Falls,WI,Fireball,2011-10-09,22:56,Sunday,09,10
Rockford,IL,Fireball,2011-10-09,22:26,Sunday,09,10
Longview,WA,Light,2011-10-09,20:30,Sunday,09,10
Middletown,CT,Fireball,2011-10-09,20:00,Sunday,09,10
New Bedford,MA,Fireball,2011-10-09,20:00,Sunday,09,10
West Ossipee,NH,Light,2011-10-09,20:00,Sunday,09,10
New Bedford,MA,Circle,2011-10-09,19:42,Sunday,09,10
Murfreesboro,TN,Disk,2011-10-09,19:30,Sunday,09,10
Center Barnstead,NH,Sphere,2011-10-09,19:05,Sunday,09,10
Coeymans,NY,Light,2011-10-09,19:00,Sunday,09,10
Memphis,TN,Other,2011-10-09,18:45,Sunday,09,10
New Bedford,MA,Fireball,2011-10-09,18:42,Sunday,09,10
